time,Zero,DIF,DEA,macd
19830714,0.00,-1.49,-1.63,0.29
19830715,0.00,-1.60,-1.62,0.04
19830718,0.00,-1.62,-1.62,-0.00
19830719,0.00,-1.64,-1.63,-0.02
19830720,0.00,-1.94,-1.75,-0.37
19830721,0.00,-1.74,-1.75,0.01
19830722,0.00,-1.50,-1.65,0.30
19830725,0.00,-1.38,-1.54,0.33
19830726,0.00,-1.81,-1.65,-0.33
19830727,0.00,-2.42,-1.96,-0.92
19830728,0.00,-3.02,-2.38,-1.27
19830729,0.00,-3.13,-2.68,-0.90
19830801,0.00,-3.12,-2.86,-0.53
19830802,0.00,-3.01,-2.92,-0.19
19830803,0.00,-2.75,-2.85,0.21
19830804,0.00,-2.71,-2.79,0.17
19830805,0.00,-2.48,-2.67,0.37
19830808,0.00,-2.23,-2.49,0.53
19830809,0.00,-1.93,-2.27,0.68
19830810,0.00,-1.68,-2.03,0.71
19830811,0.00,-1.53,-1.83,0.60
19830812,0.00,-1.42,-1.67,0.50
19830815,0.00,-1.16,-1.47,0.60
19830816,0.00,-1.03,-1.29,0.52
19830817,0.00,-1.01,-1.18,0.34
19830818,0.00,-0.91,-1.07,0.32
19830819,0.00,-0.77,-0.95,0.36
19830822,0.00,-0.67,-0.84,0.33
19830823,0.00,-0.84,-0.84,0.01
19830824,0.00,-1.14,-0.96,-0.36
19830825,0.00,-1.24,-1.07,-0.34
19830826,0.00,-1.20,-1.12,-0.15
19830829,0.00,-1.07,-1.10,0.07
19830830,0.00,-0.71,-0.94,0.46
19830831,0.00,0.16,-0.50,1.32
19830901,0.00,0.56,-0.08,1.28
19830902,0.00,1.02,0.36,1.31
19830906,0.00,1.45,0.80,1.31
19830907,0.00,0.98,0.87,0.22
19830908,0.00,0.24,0.62,-0.76
19830909,0.00,-0.39,0.22,-1.20
19830912,0.00,-0.75,-0.17,-1.16
19830913,0.00,-0.75,-0.40,-0.69
19830914,0.00,-0.77,-0.55,-0.44
19830915,0.00,-0.96,-0.71,-0.50
19830916,0.00,-1.15,-0.89,-0.53
19830919,0.00,-0.85,-0.87,0.05
19830920,0.00,-0.60,-0.76,0.32
19830921,0.00,-0.52,-0.67,0.29
19830922,0.00,-0.31,-0.52,0.44
19830926,0.00,-1.25,-0.81,-0.87
19830927,0.00,-1.98,-1.28,-1.40
19830928,0.00,-2.43,-1.74,-1.38
19830929,0.00,-2.62,-2.09,-1.06
19830930,0.00,-2.58,-2.29,-0.59
19831003,0.00,-2.45,-2.35,-0.19
19831004,0.00,-2.30,-2.33,0.06
19831005,0.00,-2.18,-2.27,0.19
19831006,0.00,-2.04,-2.18,0.27
19831007,0.00,-2.15,-2.17,0.04
19831010,0.00,-2.22,-2.19,-0.06
19831011,0.00,-2.22,-2.20,-0.04
19831012,0.00,-1.88,-2.07,0.39
19831013,0.00,-1.33,-1.77,0.89
19831014,0.00,-0.97,-1.45,0.96
19831017,0.00,-0.96,-1.26,0.59
19831018,0.00,-1.15,-1.21,0.13
19831019,0.00,-0.92,-1.10,0.36
19831020,0.00,-0.90,-1.02,0.24
19831021,0.00,-0.92,-0.98,0.12
19831024,0.00,-0.71,-0.87,0.32
19831025,0.00,-0.54,-0.74,0.39
19831026,0.00,-0.58,-0.68,0.19
19831027,0.00,-0.43,-0.58,0.29
19831028,0.00,-0.36,-0.49,0.26
19831031,0.00,-0.05,-0.31,0.53
19831101,0.00,0.19,-0.11,0.61
19831102,0.00,0.40,0.09,0.62
19831103,0.00,0.29,0.17,0.23
19831104,0.00,0.10,0.14,-0.09
19831107,0.00,-0.04,0.07,-0.22
19831108,0.00,-0.57,-0.19,-0.77
19831109,0.00,-0.68,-0.38,-0.59
19831110,0.00,-0.66,-0.49,-0.33
19831111,0.00,-0.57,-0.52,-0.09
19831114,0.00,-0.53,-0.53,-0.00
19831115,0.00,-0.48,-0.51,0.05
19831116,0.00,-0.40,-0.46,0.13
19831117,0.00,-0.26,-0.38,0.25
19831118,0.00,-0.14,-0.29,0.29
19831121,0.00,0.06,-0.15,0.41
19831122,0.00,0.18,-0.02,0.39
19831123,0.00,0.08,0.02,0.12
19831125,0.00,0.04,0.03,0.02
19831128,0.00,0.09,0.05,0.07
19831129,0.00,0.07,0.06,0.03
19831130,0.00,0.01,0.04,-0.06
19831201,0.00,-0.05,0.01,-0.10
19831202,0.00,-0.13,-0.05,-0.17
19831205,0.00,-0.11,-0.07,-0.07
19831206,0.00,-0.07,-0.07,0.00
19831207,0.00,0.02,-0.04,0.12
19831208,0.00,0.15,0.04,0.22
19831209,0.00,0.24,0.12,0.24
19831212,0.00,0.27,0.18,0.18
19831213,0.00,0.42,0.28,0.29
19831214,0.00,0.62,0.41,0.41
19831215,0.00,0.86,0.59,0.54
19831216,0.00,1.02,0.77,0.52
19831219,0.00,0.98,0.85,0.25
19831220,0.00,0.82,0.84,-0.04
19831221,0.00,0.81,0.83,-0.03
19831222,0.00,0.85,0.84,0.02
19831223,0.00,0.82,0.83,-0.02
19831227,0.00,0.78,0.81,-0.06
19831228,0.00,0.76,0.79,-0.06
19831229,0.00,0.63,0.73,-0.19
19831230,0.00,0.53,0.65,-0.24
19840103,0.00,0.62,0.64,-0.03
19840104,0.00,0.97,0.77,0.40
19840105,0.00,1.20,0.94,0.52
19840106,0.00,1.22,1.06,0.33
19840109,0.00,0.97,1.02,-0.10
19840110,0.00,0.97,1.00,-0.06
19840111,0.00,0.99,0.99,-0.02
19840112,0.00,0.94,0.97,-0.07
19840113,0.00,0.78,0.90,-0.23
19840116,0.00,0.75,0.84,-0.18
19840117,0.00,0.80,0.82,-0.05
19840118,0.00,0.81,0.82,-0.01
19840119,0.00,0.83,0.82,0.01
19840120,0.00,0.75,0.79,-0.09
19840123,0.00,0.70,0.76,-0.11
19840124,0.00,0.42,0.62,-0.41
19840125,0.00,0.19,0.45,-0.52
19840126,0.00,0.13,0.32,-0.38
19840127,0.00,-0.13,0.14,-0.53
19840130,0.00,-0.47,-0.10,-0.74
19840131,0.00,-0.67,-0.33,-0.68
19840201,0.00,-0.78,-0.51,-0.53
19840202,0.00,-0.77,-0.61,-0.32
19840203,0.00,-0.80,-0.69,-0.22
19840206,0.00,-0.96,-0.80,-0.32
19840207,0.00,-0.89,-0.83,-0.12
19840208,0.00,-0.94,-0.88,-0.13
19840209,0.00,-0.88,-0.88,-0.00
19840210,0.00,-0.69,-0.80,0.22
19840213,0.00,-0.57,-0.71,0.28
19840214,0.00,-0.28,-0.54,0.52
19840215,0.00,-0.16,-0.39,0.46
19840216,0.00,-0.04,-0.25,0.41
19840217,0.00,-0.03,-0.16,0.27
19840221,0.00,0.15,-0.04,0.37
19840222,0.00,0.43,0.15,0.56
19840223,0.00,0.51,0.29,0.43
19840224,0.00,0.57,0.41,0.34
19840227,0.00,0.57,0.47,0.20
19840228,0.00,0.33,0.42,-0.16
19840229,0.00,0.28,0.36,-0.16
19840301,0.00,0.34,0.36,-0.02
19840302,0.00,0.41,0.38,0.06
19840305,0.00,0.35,0.37,-0.03
19840306,0.00,0.17,0.29,-0.24
19840307,0.00,0.15,0.23,-0.16
19840308,0.00,0.19,0.22,-0.05
19840309,0.00,0.14,0.18,-0.10
19840312,0.00,0.24,0.20,0.06
19840313,0.00,0.23,0.22,0.04
19840314,0.00,0.17,0.20,-0.05
19840315,0.00,0.14,0.18,-0.07
19840316,0.00,0.11,0.15,-0.09
19840319,0.00,0.02,0.10,-0.15
19840320,0.00,-0.06,0.03,-0.20
19840321,0.00,-0.12,-0.03,-0.18
19840322,0.00,-0.21,-0.10,-0.22
19840323,0.00,-0.26,-0.17,-0.19
19840326,0.00,-0.25,-0.20,-0.10
19840327,0.00,-0.34,-0.25,-0.17
19840328,0.00,-0.30,-0.27,-0.06
19840329,0.00,-0.29,-0.28,-0.02
19840330,0.00,-0.36,-0.31,-0.10
19840402,0.00,-0.37,-0.34,-0.07
19840403,0.00,-0.35,-0.34,-0.01
19840404,0.00,-0.39,-0.36,-0.06
19840405,0.00,-0.45,-0.39,-0.11
19840406,0.00,-0.56,-0.46,-0.20
19840409,0.00,-0.61,-0.52,-0.17
19840410,0.00,-0.43,-0.48,0.11
19840411,0.00,-0.34,-0.42,0.17
19840412,0.00,-0.09,-0.29,0.40
19840413,0.00,0.07,-0.15,0.43
19840416,0.00,0.23,0.00,0.45
19840417,0.00,0.50,0.20,0.60
19840418,0.00,0.72,0.41,0.62
19840419,0.00,0.85,0.59,0.53
19840423,0.00,0.92,0.72,0.40
19840424,0.00,0.86,0.78,0.16
19840425,0.00,0.74,0.76,-0.04
19840426,0.00,0.95,0.84,0.22
19840427,0.00,1.09,0.94,0.30
19840430,0.00,1.31,1.09,0.45
19840501,0.00,1.66,1.32,0.69
19840502,0.00,1.77,1.50,0.54
19840503,0.00,1.57,1.53,0.09
19840504,0.00,1.17,1.38,-0.43
19840507,0.00,1.01,1.23,-0.44
19840508,0.00,1.13,1.19,-0.13
19840509,0.00,1.19,1.19,0.00
19840510,0.00,1.18,1.19,-0.01
19840511,0.00,1.00,1.11,-0.23
19840514,0.00,0.76,0.97,-0.42
19840515,0.00,0.62,0.83,-0.42
19840516,0.00,0.31,0.62,-0.63
19840517,0.00,-0.09,0.34,-0.86
19840518,0.00,-0.24,0.10,-0.69
19840521,0.00,-0.02,0.05,-0.15
19840522,0.00,-0.03,0.02,-0.10
19840523,0.00,-0.12,-0.04,-0.17
19840524,0.00,-0.30,-0.14,-0.32
19840525,0.00,-0.37,-0.23,-0.28
19840529,0.00,-0.43,-0.31,-0.23
19840530,0.00,-0.49,-0.38,-0.22
19840531,0.00,-0.46,-0.41,-0.09
19840601,0.00,-0.28,-0.36,0.16
19840604,0.00,-0.26,-0.32,0.12
19840605,0.00,-0.49,-0.39,-0.20
19840606,0.00,-0.45,-0.41,-0.07
19840607,0.00,-0.44,-0.42,-0.04
19840608,0.00,-0.44,-0.43,-0.02
19840611,0.00,-0.42,-0.43,0.01
19840612,0.00,-0.32,-0.38,0.13
19840613,0.00,-0.15,-0.29,0.27
19840614,0.00,-0.17,-0.24,0.14
19840615,0.00,-0.16,-0.21,0.10
19840618,0.00,-0.05,-0.15,0.19
19840619,0.00,-0.02,-0.10,0.15
19840620,0.00,0.12,-0.01,0.26
19840621,0.00,0.03,0.00,0.04
19840622,0.00,-0.09,-0.03,-0.11
19840625,0.00,-0.35,-0.16,-0.38
19840626,0.00,-0.67,-0.36,-0.62
19840627,0.00,-0.95,-0.60,-0.71
19840628,0.00,-0.92,-0.73,-0.39
19840629,0.00,-0.85,-0.78,-0.15
19840702,0.00,-0.90,-0.83,-0.14
19840703,0.00,-0.94,-0.87,-0.14
19840705,0.00,-1.00,-0.93,-0.16
19840706,0.00,-0.94,-0.93,-0.02
19840709,0.00,-0.71,-0.84,0.27
19840710,0.00,-0.45,-0.68,0.48
19840711,0.00,-0.32,-0.54,0.43
19840712,0.00,-0.21,-0.41,0.39
19840713,0.00,-0.17,-0.32,0.28
19840716,0.00,-0.23,-0.28,0.10
19840717,0.00,-0.26,-0.27,0.03
19840718,0.00,-0.32,-0.29,-0.06
19840719,0.00,-0.34,-0.31,-0.06
19840720,0.00,-0.34,-0.32,-0.04
19840723,0.00,-0.36,-0.34,-0.05
19840724,0.00,-0.15,-0.26,0.23
19840725,0.00,0.01,-0.16,0.32
19840726,0.00,0.18,-0.02,0.40
19840727,0.00,0.25,0.09,0.33
19840730,0.00,0.06,0.08,-0.03
19840731,0.00,-0.06,0.02,-0.17
19840801,0.00,-0.21,-0.07,-0.28
19840802,0.00,-0.42,-0.21,-0.41
19840803,0.00,-0.06,-0.15,0.18
19840806,0.00,0.43,0.08,0.70
19840807,0.00,0.77,0.36,0.82
19840808,0.00,0.78,0.53,0.51
19840809,0.00,0.93,0.69,0.49
19840810,0.00,0.81,0.74,0.15
19840813,0.00,0.92,0.81,0.21
19840814,0.00,0.78,0.80,-0.03
19840815,0.00,0.53,0.69,-0.32
19840816,0.00,0.39,0.57,-0.36
19840817,0.00,0.20,0.42,-0.45
19840820,0.00,0.05,0.27,-0.44
19840821,0.00,0.12,0.21,-0.18
19840822,0.00,0.09,0.16,-0.15
19840823,0.00,0.08,0.13,-0.09
19840824,0.00,0.08,0.11,-0.06
19840827,0.00,0.04,0.08,-0.09
19840828,0.00,0.06,0.07,-0.03
19840829,0.00,-0.03,0.03,-0.13
19840830,0.00,-0.17,-0.05,-0.23
19840831,0.00,-0.31,-0.15,-0.31
19840904,0.00,-0.42,-0.26,-0.32
19840905,0.00,-0.47,-0.34,-0.25
19840906,0.00,-0.45,-0.38,-0.12
19840907,0.00,-0.41,-0.40,-0.03
19840910,0.00,-0.39,-0.39,0.01
19840911,0.00,-0.29,-0.35,0.12
19840912,0.00,-0.32,-0.34,0.03
19840913,0.00,-0.14,-0.26,0.25
19840914,0.00,0.04,-0.14,0.36
19840917,0.00,0.25,0.02,0.47
19840918,0.00,0.23,0.10,0.25
19840919,0.00,0.11,0.10,0.01
19840920,0.00,0.05,0.08,-0.06
19840921,0.00,-0.02,0.04,-0.12
19840924,0.00,-0.09,-0.01,-0.17
19840925,0.00,-0.21,-0.09,-0.24
19840926,0.00,-0.32,-0.18,-0.28
19840927,0.00,-0.38,-0.26,-0.24
19840928,0.00,-0.49,-0.35,-0.27
19841001,0.00,-0.63,-0.46,-0.33
19841002,0.00,-0.65,-0.54,-0.23
19841003,0.00,-0.58,-0.56,-0.05
19841004,0.00,-0.48,-0.53,0.09
19841005,0.00,-0.47,-0.51,0.07
19841008,0.00,-0.45,-0.48,0.07
19841009,0.00,-0.45,-0.47,0.04
19841010,0.00,-0.54,-0.50,-0.09
19841011,0.00,-0.59,-0.53,-0.11
19841012,0.00,-0.74,-0.62,-0.25
19841015,0.00,-0.62,-0.62,-0.01
19841016,0.00,-0.55,-0.59,0.09
19841017,0.00,-0.33,-0.49,0.31
19841018,0.00,-0.08,-0.32,0.49
19841019,0.00,0.08,-0.16,0.48
19841022,0.00,0.13,-0.05,0.36
19841023,0.00,0.25,0.07,0.36
19841024,0.00,0.35,0.18,0.33
19841025,0.00,0.25,0.21,0.08
19841026,0.00,0.10,0.17,-0.14
19841029,0.00,0.01,0.10,-0.18
19841030,0.00,-0.01,0.06,-0.13
19841031,0.00,-0.03,0.02,-0.11
19841101,0.00,-0.03,0.00,-0.06
19841102,0.00,-0.04,-0.02,-0.05
19841105,0.00,-0.07,-0.04,-0.06
19841106,0.00,0.13,0.03,0.20
19841107,0.00,0.18,0.09,0.18
19841108,0.00,0.06,0.08,-0.04
19841109,0.00,-0.24,-0.05,-0.37
19841112,0.00,-0.28,-0.14,-0.28
19841113,0.00,-0.39,-0.24,-0.29
19841114,0.00,-0.39,-0.30,-0.19
19841115,0.00,-0.38,-0.33,-0.10
19841116,0.00,-0.44,-0.38,-0.12
19841119,0.00,-0.65,-0.48,-0.33
19841120,0.00,-0.64,-0.55,-0.19
19841121,0.00,-0.54,-0.54,0.01
19841123,0.00,-0.36,-0.47,0.21
19841126,0.00,-0.21,-0.37,0.32
19841127,0.00,-0.01,-0.22,0.42
19841128,0.00,0.28,-0.02,0.61
19841129,0.00,0.38,0.14,0.48
19841130,0.00,0.33,0.22,0.24
19841203,0.00,0.24,0.23,0.03
19841204,0.00,0.25,0.24,0.02
19841205,0.00,0.42,0.31,0.22
19841206,0.00,0.68,0.46,0.45
19841207,0.00,0.80,0.60,0.41
19841210,0.00,0.77,0.66,0.20
19841211,0.00,0.66,0.66,-0.00
19841212,0.00,0.45,0.58,-0.26
19841213,0.00,0.33,0.48,-0.29
19841214,0.00,0.34,0.42,-0.17
19841217,0.00,0.41,0.42,-0.01
19841218,0.00,0.68,0.52,0.31
19841219,0.00,0.65,0.58,0.15
19841220,0.00,0.59,0.58,0.02
19841221,0.00,0.47,0.54,-0.13
19841224,0.00,0.46,0.50,-0.10
19841226,0.00,0.44,0.48,-0.07
19841227,0.00,0.44,0.46,-0.05
19841228,0.00,0.55,0.50,0.11
19841231,0.00,0.66,0.56,0.19
19850102,0.00,0.52,0.55,-0.05
19850103,0.00,0.49,0.52,-0.07
19850104,0.00,0.44,0.49,-0.09
19850107,0.00,0.38,0.45,-0.13
19850108,0.00,0.29,0.38,-0.19
19850109,0.00,0.33,0.36,-0.07
19850110,0.00,0.52,0.43,0.19
19850111,0.00,0.58,0.49,0.19
19850114,0.00,0.72,0.58,0.28
19850115,0.00,0.68,0.62,0.12
19850116,0.00,0.67,0.64,0.06
19850117,0.00,0.33,0.52,-0.37
19850118,0.00,0.18,0.38,-0.40
19850121,0.00,0.17,0.30,-0.25
19850122,0.00,0.29,0.30,-0.02
19850123,0.00,0.27,0.29,-0.02
19850124,0.00,0.17,0.24,-0.15
19850125,0.00,0.18,0.22,-0.07
19850128,0.00,0.27,0.24,0.06
19850129,0.00,0.26,0.25,0.03
19850130,0.00,0.25,0.25,-0.00
19850131,0.00,0.10,0.19,-0.17
19850201,0.00,-0.05,0.10,-0.28
19850204,0.00,-0.04,0.04,-0.17
19850205,0.00,-0.01,0.02,-0.05
19850206,0.00,0.09,0.05,0.08
19850207,0.00,0.13,0.08,0.09
19850208,0.00,0.14,0.11,0.08
19850211,0.00,0.23,0.16,0.16
19850212,0.00,0.18,0.16,0.02
19850213,0.00,-0.06,0.07,-0.27
19850214,0.00,-0.32,-0.08,-0.47
19850215,0.00,-0.40,-0.21,-0.39
19850219,0.00,-0.50,-0.32,-0.34
19850220,0.00,-0.71,-0.48,-0.46
19850221,0.00,-0.74,-0.58,-0.31
19850222,0.00,-0.62,-0.60,-0.05
19850225,0.00,-0.57,-0.59,0.03
19850226,0.00,-0.60,-0.59,-0.01
19850227,0.00,-0.82,-0.68,-0.27
19850228,0.00,-0.97,-0.80,-0.35
19850301,0.00,-1.01,-0.88,-0.25
19850304,0.00,-0.94,-0.91,-0.07
19850305,0.00,-0.77,-0.85,0.16
19850306,0.00,-0.81,-0.83,0.05
19850307,0.00,-1.16,-0.96,-0.39
19850308,0.00,-1.42,-1.14,-0.54
19850311,0.00,-1.41,-1.25,-0.31
19850312,0.00,-1.24,-1.24,0.01
19850313,0.00,-1.26,-1.25,-0.02
19850314,0.00,-1.23,-1.24,0.03
19850315,0.00,-1.03,-1.16,0.26
19850318,0.00,-0.83,-1.02,0.40
19850319,0.00,-0.79,-0.93,0.28
19850320,0.00,-0.71,-0.84,0.27
19850321,0.00,-0.57,-0.73,0.33
19850322,0.00,-0.52,-0.65,0.26
19850325,0.00,-0.56,-0.61,0.11
19850326,0.00,-0.43,-0.54,0.22
19850327,0.00,-0.43,-0.49,0.13
19850328,0.00,-0.41,-0.46,0.10
19850329,0.00,-0.34,-0.41,0.14
19850401,0.00,-0.36,-0.39,0.06
19850402,0.00,-0.45,-0.41,-0.06
19850403,0.00,-0.48,-0.44,-0.08
19850404,0.00,-0.50,-0.46,-0.07
19850408,0.00,-0.67,-0.54,-0.24
19850409,0.00,-0.74,-0.62,-0.24
19850410,0.00,-0.56,-0.60,0.07
19850411,0.00,-0.38,-0.51,0.27
19850412,0.00,-0.32,-0.43,0.23
19850415,0.00,-0.20,-0.34,0.28
19850416,0.00,-0.08,-0.24,0.31
19850417,0.00,0.14,-0.09,0.45
19850418,0.00,0.30,0.07,0.47
19850419,0.00,0.34,0.18,0.32
19850422,0.00,0.22,0.19,0.05
19850423,0.00,0.21,0.20,0.02
19850424,0.00,0.17,0.19,-0.03
19850425,0.00,0.15,0.17,-0.05
19850426,0.00,0.11,0.15,-0.08
19850429,0.00,-0.03,0.08,-0.21
19850430,0.00,-0.09,0.01,-0.21
19850501,0.00,-0.18,-0.07,-0.23
19850502,0.00,-0.46,-0.23,-0.47
19850503,0.00,-0.51,-0.34,-0.34
19850506,0.00,-0.55,-0.42,-0.26
19850507,0.00,-0.52,-0.46,-0.12
19850508,0.00,-0.50,-0.48,-0.04
19850509,0.00,-0.45,-0.47,0.04
19850510,0.00,-0.36,-0.42,0.13
19850513,0.00,-0.33,-0.38,0.11
19850514,0.00,-0.33,-0.36,0.06
19850515,0.00,-0.29,-0.33,0.09
19850516,0.00,-0.05,-0.22,0.34
19850517,0.00,0.15,-0.07,0.44
19850520,0.00,0.22,0.05,0.35
19850521,0.00,0.16,0.09,0.14
19850522,0.00,0.10,0.09,0.01
19850523,0.00,-0.07,0.03,-0.20
19850524,0.00,-0.40,-0.14,-0.51
19850528,0.00,-0.76,-0.39,-0.75
19850529,0.00,-0.92,-0.60,-0.64
19850530,0.00,-0.91,-0.72,-0.36
19850531,0.00,-0.89,-0.79,-0.20
19850603,0.00,-1.05,-0.90,-0.31
19850604,0.00,-0.92,-0.91,-0.03
19850605,0.00,-0.86,-0.89,0.05
19850606,0.00,-0.77,-0.84,0.14
19850607,0.00,-0.77,-0.81,0.08
19850610,0.00,-0.78,-0.80,0.04
19850611,0.00,-0.75,-0.78,0.06
19850612,0.00,-0.76,-0.77,0.03
19850613,0.00,-0.85,-0.80,-0.10
19850614,0.00,-0.90,-0.84,-0.11
19850617,0.00,-0.87,-0.85,-0.03
19850618,0.00,-0.76,-0.82,0.11
19850619,0.00,-0.61,-0.73,0.25
19850620,0.00,-0.48,-0.63,0.31
19850621,0.00,-0.32,-0.51,0.37
19850624,0.00,-0.05,-0.32,0.55
19850625,0.00,0.15,-0.13,0.57
19850626,0.00,0.36,0.06,0.59
19850627,0.00,0.50,0.24,0.53
19850628,0.00,0.52,0.35,0.34
19850701,0.00,0.53,0.42,0.21
19850702,0.00,0.39,0.41,-0.04
19850703,0.00,0.32,0.37,-0.11
19850705,0.00,0.28,0.34,-0.11
19850708,0.00,0.25,0.30,-0.10
19850709,0.00,0.22,0.27,-0.10
19850710,0.00,0.24,0.26,-0.03
19850711,0.00,0.25,0.25,-0.01
19850712,0.00,0.22,0.24,-0.04
19850715,0.00,0.18,0.22,-0.07
19850716,0.00,0.11,0.18,-0.13
19850717,0.00,0.09,0.14,-0.11
19850718,0.00,0.01,0.09,-0.15
19850719,0.00,-0.02,0.05,-0.12
19850722,0.00,-0.11,-0.01,-0.18
19850723,0.00,-0.21,-0.09,-0.24
19850724,0.00,-0.30,-0.18,-0.25
19850725,0.00,-0.29,-0.22,-0.14
19850726,0.00,-0.27,-0.24,-0.06
19850729,0.00,-0.34,-0.28,-0.12
19850730,0.00,-0.33,-0.30,-0.06
19850731,0.00,-0.36,-0.33,-0.07
19850801,0.00,-0.37,-0.34,-0.05
19850802,0.00,-0.38,-0.36,-0.04
19850805,0.00,-0.42,-0.38,-0.08
19850806,0.00,-0.45,-0.41,-0.08
19850807,0.00,-0.50,-0.44,-0.11
19850808,0.00,-0.47,-0.46,-0.04
19850809,0.00,-0.42,-0.44,0.04
19850812,0.00,-0.41,-0.43,0.04
19850813,0.00,-0.34,-0.39,0.10
19850814,0.00,-0.38,-0.39,0.01
19850815,0.00,-0.41,-0.40,-0.03
19850816,0.00,-0.39,-0.40,0.01
19850819,0.00,-0.31,-0.36,0.10
19850820,0.00,-0.21,-0.30,0.18
19850821,0.00,-0.14,-0.24,0.19
19850822,0.00,-0.15,-0.20,0.11
19850823,0.00,-0.17,-0.19,0.04
19850826,0.00,-0.12,-0.16,0.09
19850827,0.00,-0.06,-0.12,0.12
19850828,0.00,-0.02,-0.08,0.11
19850829,0.00,-0.06,-0.07,0.03
19850830,0.00,-0.05,-0.06,0.02
19850903,0.00,-0.09,-0.07,-0.03
19850904,0.00,-0.09,-0.08,-0.02
19850905,0.00,-0.08,-0.08,-0.00
19850906,0.00,-0.06,-0.07,0.03
19850909,0.00,-0.00,-0.04,0.08
19850910,0.00,0.04,-0.01,0.11
19850911,0.00,0.09,0.03,0.12
19850912,0.00,0.21,0.10,0.21
19850913,0.00,0.21,0.15,0.13
19850916,0.00,0.14,0.14,-0.01
19850917,0.00,0.09,0.12,-0.07
19850918,0.00,0.19,0.15,0.09
19850919,0.00,0.36,0.23,0.25
19850920,0.00,0.41,0.31,0.21
19850923,0.00,0.44,0.36,0.16
19850924,0.00,0.39,0.37,0.03
19850925,0.00,0.25,0.32,-0.14
19850926,0.00,0.16,0.26,-0.20
19850927,0.00,0.10,0.19,-0.19
19850930,0.00,0.03,0.13,-0.19
19851001,0.00,-0.00,0.08,-0.16
19851002,0.00,-0.04,0.03,-0.14
19851003,0.00,-0.09,-0.02,-0.14
19851004,0.00,-0.18,-0.08,-0.19
19851007,0.00,-0.23,-0.14,-0.17
19851008,0.00,-0.23,-0.18,-0.11
19851009,0.00,-0.24,-0.20,-0.08
19851010,0.00,-0.11,-0.17,0.11
19851011,0.00,-0.01,-0.11,0.18
19851014,0.00,0.14,-0.01,0.29
19851015,0.00,0.28,0.11,0.35
19851016,0.00,0.49,0.26,0.47
19851017,0.00,0.64,0.41,0.46
19851018,0.00,0.63,0.50,0.27
19851021,0.00,0.53,0.51,0.04
19851022,0.00,0.56,0.53,0.05
19851023,0.00,0.55,0.54,0.02
19851024,0.00,0.57,0.55,0.04
19851025,0.00,0.51,0.54,-0.05
19851028,0.00,0.45,0.50,-0.10
19851029,0.00,0.38,0.46,-0.14
19851030,0.00,0.49,0.47,0.04
19851031,0.00,0.47,0.47,0.01
19851101,0.00,0.45,0.46,-0.03
19851104,0.00,0.43,0.45,-0.03
19851105,0.00,0.39,0.42,-0.08
19851106,0.00,0.43,0.43,0.01
19851107,0.00,0.50,0.45,0.08
19851108,0.00,0.64,0.53,0.22
19851111,0.00,0.63,0.57,0.12
19851112,0.00,0.58,0.57,0.01
19851113,0.00,0.46,0.53,-0.14
19851114,0.00,0.45,0.50,-0.09
19851115,0.00,0.41,0.46,-0.10
19851118,0.00,0.37,0.42,-0.11
19851119,0.00,0.24,0.35,-0.22
19851120,0.00,0.11,0.26,-0.28
19851121,0.00,0.03,0.17,-0.27
19851122,0.00,-0.02,0.09,-0.22
19851125,0.00,-0.03,0.04,-0.14
19851126,0.00,0.00,0.03,-0.05
19851127,0.00,0.11,0.06,0.09
19851129,0.00,0.18,0.11,0.15
19851202,0.00,0.24,0.16,0.16
19851203,0.00,0.25,0.20,0.11
19851204,0.00,0.30,0.24,0.12
19851205,0.00,0.26,0.25,0.03
19851206,0.00,0.18,0.22,-0.09
19851209,0.00,0.06,0.16,-0.19
19851210,0.00,0.01,0.10,-0.18
19851211,0.00,0.01,0.06,-0.11
19851213,0.00,0.04,0.05,-0.02
19851216,0.00,0.19,0.11,0.17
19851217,0.00,0.24,0.16,0.15
19851218,0.00,0.49,0.29,0.39
19851219,0.00,0.66,0.44,0.44
19851220,0.00,0.72,0.55,0.33
19851223,0.00,0.65,0.59,0.12
19851224,0.00,0.56,0.58,-0.03
19851226,0.00,0.49,0.54,-0.11
19851227,0.00,0.51,0.53,-0.04
19851230,0.00,0.49,0.52,-0.05
19851231,0.00,0.42,0.48,-0.11
19860102,0.00,0.40,0.45,-0.10
19860103,0.00,0.38,0.42,-0.08
19860106,0.00,0.34,0.39,-0.09
19860107,0.00,0.41,0.40,0.02
19860108,0.00,0.42,0.41,0.02
19860109,0.00,0.37,0.39,-0.04
19860110,0.00,0.34,0.37,-0.06
19860113,0.00,0.35,0.36,-0.03
19860114,0.00,0.37,0.36,0.01
19860115,0.00,0.46,0.40,0.11
19860116,0.00,0.58,0.47,0.22
19860117,0.00,0.57,0.51,0.11
19860120,0.00,0.51,0.51,0.00
19860121,0.00,0.48,0.50,-0.04
19860122,0.00,0.35,0.44,-0.18
19860123,0.00,0.20,0.34,-0.29
19860124,0.00,0.05,0.23,-0.35
19860127,0.00,-0.12,0.09,-0.41
19860128,0.00,-0.20,-0.02,-0.34
19860129,0.00,-0.04,-0.03,-0.02
19860130,0.00,-0.03,-0.03,-0.00
19860131,0.00,-0.01,-0.02,0.03
19860203,0.00,0.11,0.03,0.16
19860204,0.00,0.17,0.09,0.16
